F00215,Exam,South Korea,F
F00216,Exam,South Korea,M
F00217,Exam,Indonesia,F
F00218,Exam,NA,NA
F00219,Exam,Indonesia,M
F00220,Exam,Japan,F
F00221,Exam,Indonesia,F
F00222,Exam,Cambodia,F
F00223,Exam,Thailand,F
F00224,Exam,Indonesia,M
F00225,Exam,Vietnam,F
F00226,Exam,Indonesia,M
F00227,Exam,Indonesia,F
F00228,Exam,Panama,M
F00229,Exam,Indonesia,F
F00230,Exam,Vietnam,F
F00231,Exam,Vietnam,F
F00232,Exam,Vietnam,M
F00233,Exam,Japan,M
F00234,Exam,Thailand,F
F00235,Exam,Thailand,F
F00236,Exam,Indonesia,F
F00237,Exam,South Korea,F
F00238,Exam,Indonesia,F
F00239,Exam,Thailand,F
F00240,Exam,Indonesia,F
F00241,Exam,Thailand,F
F00242,Exam,Thailand,F
F00243,Exam,Myanmar,M
F00244,Exam,Vietnam,M
F00245,Exam,Thailand,F
F00246,Exam,Vietnam,M
F00247,Exam,Colombia,M
F00248,Exam,Indonesia,F
F00249,Exam,South Korea,F
F00250,Exam,Indonesia,F
F00251,Exam,South Korea,F
F00252,Exam,NA,F
F00253,Exam,Indonesia,F
F00254,Exam,Indonesia,F
F00255,Exam,Germany,M
F00256,Exam,South Korea,M
F00257,Exam,Indonesia,F
F00258,Exam,Indonesia,F
F00259,Exam,Venezuela,M
F00260,Exam,Japan,M
F00261,Exam,South Korea,M
F00262,Exam,Indonesia,F
F00263,Exam,Indonesia,F
F00264,Exam,Thailand,M
F00265,Exam,Vietnam,M
F00266,Exam,Thailand,M
F00267,Exam,NA,M
F00268,Exam,Vietnam,M
F00269,Exam,Thailand,F
F00270,Exam,South Korea,F
F00271,Exam,South Korea,F
F00272,Exam,Vietnam,M
F00273,Exam,South Korea,F
F00274,Exam,Vietnam,M
F00275,Exam,South Korea,F
F00276,Exam,South Korea,F
F00277,Exam,Thailand,M
F00278,Exam,Indonesia,M
F00279,Exam,Thailand,M
F00280,Exam,Indonesia,F
F00281,Exam,Vietnam,F
F00282,Exam,Japan,F
F00283,Exam,Indonesia,F
F00284,Exam,Thailand,F
F00285,Exam,Venezuela,M
F00286,Exam,South Korea,M
F00287,Exam,Thailand,F
F00288,Exam,Japan,F
F00289,Exam,Indonesia,F
F00290,Exam,Indonesia,F
F00291,Exam,Indonesia,F
F00292,Exam,Thailand,F
F00293,Exam,Indonesia,F
F00294,Exam,Panama,F
F00295,Exam,Indonesia,F
F00296,Exam,Thailand,M
F00297,Exam,Thailand,F
F00298,Exam,Panama,M
F00299,Exam,Madagascar,F
F00300,Exam,Vietnam,F
F00301,Exam,Thailand,M
F00302,Exam,Japan,F
F00303,Exam,Japan,F
F00304,Exam,Thailand,M
F00305,Exam,NA,NA
F00306,Exam,Vietnam,F
F00307,Exam,South Korea,M
F00308,Exam,Cameroon,M
F00309,Exam,Thailand,F
F00310,Exam,Indonesia,M
F00311,Exam,Thailand,F
F00312,Exam,Indonesia,M
F00313,Exam,NA,NA
F00314,Exam,Indonesia,F
F00315,Exam,Thailand,F
F00316,Exam,Costa Rica,M
F00317,Exam,Thailand,M
F00318,Exam,South Korea,M
F00319,Exam,NA,NA
F00320,Exam,Indonesia,M
F00321,Exam,NA,M
F00322,Exam,South Korea,M
F00323,Exam,NA,NA
F00324,Exam,Thailand,M
F00325,Exam,Indonesia,M
F00326,Exam,Japan,M
F00327,Exam,Japan,NA
F00328,Exam,Indonesia,M
F00329,Exam,Thailand,F
F00330,Exam,Thailand,M
F00331,Exam,South Korea,F
F00332,Exam,Thailand,F
F00333,Exam,Nigeria,M
F00334,Exam,Thailand,M
F00335,Exam,Indonesia,M
F00336,Exam,Indonesia,M
F00337,Exam,Thailand,M
F00338,Exam,Indonesia,M
F00339,Exam,Indonesia,M
F00340,Exam,Japan,M
F00341,Exam,Thailand,M
F00342,Exam,Thailand,M
F00343,Exam,Indonesia,M
F00344,Exam,Russia,M
F00345,Exam,Panama,M
F00346,Exam,South Korea,F
F00347,Exam,Venezuela,M
F00348,Exam,Indonesia,F
F00349,Exam,Indonesia,M
F00350,Exam,Indonesia,F
F00351,Exam,Indonesia,F
F00352,Exam,Indonesia,F
F00353,Exam,Costa Rica,F
F00354,Exam,Indonesia,M
F00355,Exam,Indonesia,M
F00356,Exam,Indonesia,F
F00357,Exam,South Korea,M
F00358,Exam,Australia,M
F00359,Exam,Thailand,M
F00360,Exam,Japan,F
F00361,Exam,Japan,M
F00362,Exam,Greece,F
F00363,Exam,Thailand,F
F00364,Exam,Venezuela,M
F00365,Exam,Spain,M
F00366,Exam,Venezuela,M
F00367,Exam,NA,NA
F00368,Exam,Japan,M
F00369,Exam,Thailand,M
F00370,Exam,Thailand,M
F00371,Exam,South Korea,F
F00372,Exam,Thailand,M
F00373,Exam,Indonesia,M
F00374,Exam,Cambodia,F
F00375,Exam,Thailand,M
F00376,Exam,South Korea,F
F00377,Exam,South Korea,F
F00378,Exam,Indonesia,M
F00379,Exam,USA,F
F00380,Exam,Indonesia,F
F00381,Exam,Indonesia,M
F00382,Exam,Indonesia,M
F00383,Exam,South Korea,M
F00384,Exam,Indonesia,M
F00385,Exam,Indonesia,M
F00386,Exam,Indonesia,F
F00387,Exam,Indonesia,F
F00388,Exam,Japan,F
F00389,Exam,Japan,F
F00390,Exam,South Korea,F
F00391,Exam,South Korea,F
F00392,Exam,South Korea,F
F00393,Exam,Vietnam,M
F00394,Exam,Vietnam,M
F00395,Exam,Japan,F
F00396,Exam,France,M
F00397,Exam,Japan,F
F00398,Exam,Japan,F
F00399,Exam,South Korea,F
F00400,Exam,South Korea,F
F00401,Exam,Vietnam,M
F00402,Exam,Japan,F
F00403,Exam,Japan,F
F00404,Exam,Thailand,F
F00405,Exam,Vietnam,M
F00406,Exam,Vietnam,F
F00407,Exam,South Korea,F
F00408,Exam,Thailand,F
F00409,Exam,Panama,M
F00410,Exam,Indonesia,F
F00411,Exam,Indonesia,M
F00412,Exam,Japan,F
F00413,Exam,Panama,M
F00414,Exam,Indonesia,F
F00415,Exam,South Korea,F
F00416,Exam,Indonesia,M
F00417,Exam,Kazakhstan,M
F00418,Exam,Indonesia,F
F00419,Exam,Indonesia,M
F00420,Exam,Indonesia,M
F00421,Exam,South Korea,M
F00422,Exam,Japan,F
F00423,Exam,Indonesia,F
F00424,Exam,Japan,M
F00425,Exam,Thailand,F
F00426,Exam,Thailand,F
F00427,Exam,Indonesia,F
F00428,Exam,South Korea,F
F00429,Exam,Indonesia,F
F00430,Exam,Thailand,F
F00431,Exam,Thailand,F
F00432,Exam,Myanmar,M
F00433,Exam,Thailand,F
F00434,Exam,Myanmar,M
F00435,Exam,Indonesia,F
F00436,Exam,Madagascar,M
F00437,Exam,Vietnam,F
F00438,Exam,South Korea,M
F00439,Exam,Indonesia,F
F00440,Exam,NA,NA
F00441,Exam,South Korea,M
F00442,Exam,South Korea,F
F00443,Exam,Indonesia,F
F00444,Exam,Indonesia,M
F00445,Exam,Japan,F
F00446,Exam,Indonesia,F
F00447,Exam,Indonesia,F
F00448,Exam,Indonesia,F
F00449,Exam,Thailand,F
F00450,Exam,Vietnam,F
F00451,Exam,Thailand,F
F00452,Exam,Thailand,F
F00453,Exam,Vietnam,F
F00454,Exam,NA,NA
F00455,Exam,NA,F
F00456,Exam,Thailand,F
F00457,Exam,Indonesia,F
F00458,Exam,Peru,F
F00459,Exam,Japan,F
F00460,Exam,Japan,F
F00461,Exam,Indonesia,M
F00462,Exam,South Korea,F
F00463,Exam,South Africa,M
F00464,Exam,Vietnam,M
F00465,Exam,Indonesia,F
F00466,Exam,Vietnam,F
F00467,Exam,Indonesia,M
F00468,Exam,South Korea,M
F00469,Exam,South Korea,M
F00470,Exam,Indonesia,F
F00471,Exam,Indonesia,F
F00472,Exam,Indonesia,F
F00473,Exam,Indonesia,F
F00474,Exam,Indonesia,F
F00475,Exam,Indonesia,F
F00476,Exam,Indonesia,F
F00477,Exam,Indonesia,F
F00478,Exam,Indonesia,F
F00479,Exam,Thailand,M
F00480,Exam,Indonesia,F
F00481,Exam,South Korea,M
F00482,Exam,Venezuela,M
F00483,Exam,Indonesia,M
F00484,Exam,Indonesia,F
F00485,Exam,Thailand,M
F00486,Exam,Indonesia,F
F00487,Exam,Germany,M
F00488,Exam,South Korea,M
F00489,Exam,Greece,F
F00490,Exam,Venezuela,M
F00491,Exam,France,F
F00492,Exam,Japan,M
F00493,Exam,NA,M
F00494,Exam,Thailand,F
F00495,Exam,Thailand,F
F00496,Exam,Indonesia,F
F00497,Exam,South Korea,F
F00498,Exam,Indonesia,F
F00499,Exam,Thailand,F
F00500,Exam,Thailand,F
F00501,Exam,Thailand,F
F00502,Exam,Thailand,F
F00503,Exam,Myanmar,M
F00504,Exam,Vietnam,M
F00505,Exam,Thailand,F
F00506,Exam,Japan,F
F00507,Exam,Indonesia,F
F00508,Exam,Indonesia,M
F00509,Exam,South Korea,F
F00510,Exam,South Korea,M
F00511,Exam,South Korea,F
F00512,Exam,Indonesia,F
F00513,Exam,South Korea,F
F00514,Exam,South Korea,F
F00515,Exam,Thailand,M
F00516,Exam,Thailand,F
F00517,Exam,Thailand,F
F00518,Exam,Indonesia,F
F00519,Exam,Indonesia,F
F00520,Exam,Thailand,F
F00521,Exam,South Korea,M
F00522,Exam,Indonesia,M
F00523,Exam,Indonesia,F
F00524,Exam,Thailand,M
F00525,Exam,Thailand,F
F00526,Exam,South Korea,M
F00527,Exam,South Africa,M
F00528,Exam,Japan,M
F00529,Exam,Indonesia,M
F00530,Exam,Indonesia,M
F00531,Exam,Thailand,F
F00532,Exam,Indonesia,F
F00533,Exam,Indonesia,M
F00534,Exam,Japan,M
F00535,Exam,Indonesia,F
F00536,Exam,Indonesia,M
F00537,Exam,Indonesia,M
F00538,Exam,Vietnam,M
F00539,Exam,Indonesia,M
F00540,Exam,Indonesia,M
F00541,Exam,Indonesia,F
F00542,Exam,South Korea,M
F00543,Exam,Thailand,F
F00544,Exam,Japan,F
F00545,Exam,South Korea,F
F00546,Exam,South Korea,M
F00547,Exam,Indonesia,M
F00548,Exam,Thailand,F
F00549,Exam,Vietnam,M
F00550,Exam,Thailand,F
F00551,Exam,Indonesia,F
F00552,Exam,Indonesia,M
F00553,Exam,Vietnam,M
F00554,Exam,Venezuela,M
F00555,Exam,Thailand,F
F00556,Exam,Japan,M
F00557,Exam,Indonesia,F
F00558,Exam,Japan,F
F00559,Exam,Japan,F
F00560,Exam,Thailand,F
F00561,Exam,Indonesia,F
F00562,Exam,Indonesia,F
F00563,Exam,Indonesia,F
F00564,Exam,South Korea,F
F00565,Exam,Vietnam,F
F00566,Exam,Vietnam,F
F00567,Exam,South Korea,F
F00568,Exam,Thailand,F
F00569,Exam,Japan,M
F00570,Exam,South Korea,F
F00571,Exam,Japan,F
F00572,Exam,Japan,F
F00573,Exam,Thailand,F
F00574,Exam,Vietnam,M
F00575,Exam,Vietnam,F
F00576,Exam,Thailand,F
F00577,Exam,Thailand,F
F00578,Exam,Indonesia,F
F00579,Exam,Indonesia,M
F00580,Exam,Panama,M
F00581,Exam,Indonesia,F
F00582,Exam,Indonesia,F
F00583,Exam,Thailand,F
F00584,Exam,Vietnam,F
F00585,Exam,Thailand,F
F00586,Exam,South Korea,M
F00587,Exam,Thailand,F
F00588,Exam,Vietnam,F
F00589,Exam,Thailand,F
F00590,Exam,Vietnam,F
F00591,Exam,South Korea,M
F00592,Exam,Thailand,M
F00593,Exam,Indonesia,F
F00594,Exam,South Korea,M
F00595,Exam,Peru,F
F00596,Exam,Indonesia,M
F00597,Exam,Cambodia,M
F00598,Exam,Japan,F
F00599,Exam,Japan,M
F00600,Exam,Laos,F
F00601,Exam,South Korea,F
F00602,Exam,Indonesia,M
F00603,Exam,Panama,F
F00604,Exam,Laos,F
F00605,Exam,Laos,F
F00606,Exam,Laos,F
F00607,Exam,Indonesia,F
F00608,Exam,Indonesia,F
F00609,Exam,Vietnam,M
F00610,Exam,Indonesia,M
F00611,Exam,Indonesia,M
F00612,Exam,Indonesia,F
F00613,Exam,South Korea,M
F00614,Exam,Thailand,F
F00615,Exam,South Korea,M
F00616,Exam,South Korea,F
F00617,Exam,South Korea,M
F00618,Exam,Russia,M
F00619,Exam,Vietnam,F
F00620,Exam,South Korea,F
F00621,Exam,Indonesia,F
F00622,Exam,Indonesia,F
F00623,Exam,Indonesia,F
F00624,Exam,Venezuela,M
F00625,Exam,South Korea,F
F00626,Exam,Colombia,M
F00627,Exam,Colombia,M
F00628,Exam,South Korea,F
F00629,Exam,Indonesia,F
F00630,Exam,Spain,F
F00631,Exam,South Korea,M
F00632,Exam,South Korea,F
F00633,Exam,Indonesia,M
F00634,Exam,Indonesia,M
F00635,Exam,Indonesia,F
F00636,Exam,Indonesia,M
F00637,Exam,Japan,F
F00638,Exam,Indonesia,M
F00639,Exam,South Korea,M
F00640,Exam,Thailand,M
F00641,Exam,Japan,F
F00642,Exam,Cambodia,M
F00643,Exam,South Korea,M
F00644,Exam,South Korea,F
F00645,Exam,Indonesia,F
F00646,Exam,Japan,F
F00647,Exam,South Korea,F
F00648,Exam,Indonesia,F
F00649,Exam,Indonesia,M
F00650,Exam,Indonesia,F
F00651,Exam,Indonesia,F
F00652,Exam,Indonesia,M
F00653,Exam,Indonesia,F
F00654,Exam,Pakistan,M
F00655,Exam,Venezuela,M
F00656,Exam,Vietnam,M
F00657,Exam,South Korea,F
F00658,Exam,Indonesia,F
F00659,Exam,Spain,F
F00660,Exam,South Korea,F
F00661,Exam,Indonesia,F
F00662,Exam,Indonesia,M
F00663,Exam,Indonesia,M
F00664,Exam,Indonesia,F
F00665,Exam,Indonesia,M
F00666,Exam,Indonesia,M
F00667,Exam,Japan,F
F00668,Exam,Cambodia,F
F00669,Exam,Indonesia,M
F00670,Exam,Indonesia,F
F00671,Exam,USA,F
F00672,Exam,Indonesia,F
F00673,Exam,Indonesia,F
F00674,Exam,Indonesia,F
F00675,Exam,Indonesia,M
F00676,Exam,Indonesia,M
F00677,Exam,Thailand,F
F00678,Exam,South Korea,M
F00679,Exam,South Korea,M
F00680,Exam,Indonesia,M
F00681,Exam,Indonesia,M
F00682,Exam,Thailand,M
F00683,Exam,Indonesia,F
F00684,Exam,Thailand,F
F00685,Exam,Indonesia,F
F00686,Exam,Indonesia,F
F00687,Exam,South Korea,M
F00688,Exam,South Africa,M
F00689,Exam,Indonesia,M
F00690,Exam,Indonesia,F
F00691,Exam,South Korea,M
F00692,Exam,Indonesia,F
F00693,Exam,Vietnam,F
F00694,Exam,Indonesia,F
F00695,Exam,Indonesia,F
F00696,Exam,Vietnam,M
F00697,Exam,Japan,F
F00698,Exam,Indonesia,F
F00699,Exam,France,F
F00700,Exam,South Korea,M
F00701,Exam,Indonesia,F
F00702,Exam,Indonesia,M
F00703,Exam,Indonesia,M
F00704,Exam,South Korea,M
F00705,Exam,South Korea,M
F00706,Exam,South Korea,M
F00707,Exam,Vietnam,F
F00708,Exam,Vietnam,F
F00709,Exam,Indonesia,F
F00710,Exam,Indonesia,M
F00711,Exam,Indonesia,M
F00712,Exam,Thailand,F
F00713,Exam,Thailand,F
F00714,Exam,Indonesia,M
F00715,Exam,Indonesia,F
F00716,Exam,South Korea,M
F00717,Exam,Thailand,M
F00718,Exam,Indonesia,M
F00719,Exam,South Korea,M
F00720,Exam,Indonesia,M
F00721,Exam,South Korea,M
F00722,Exam,Indonesia,F
F00723,Exam,Indonesia,F
F00724,Exam,Indonesia,F
F00725,Exam,Indonesia,F
F00726,Exam,Panama,M
F00727,Exam,South Korea,F
F00728,Exam,Vietnam,F
F00729,Exam,Australia,M
F00730,Exam,Indonesia,F
F00731,Exam,Japan,F
F00732,Exam,South Korea,F
F00733,Exam,Indonesia,F
F00734,Exam,Indonesia,M
F00735,Exam,Indonesia,F
F00736,Exam,Indonesia,F
F00737,Exam,Indonesia,M
F00738,Exam,Indonesia,M
F00739,Exam,Indonesia,F
F00740,Exam,South Korea,F
F00741,Exam,Indonesia,M
F00742,Exam,Nepal,F
F00743,Exam,Indonesia,F
F00744,Exam,Indonesia,F
F00745,Exam,South Korea,M
F00746,Exam,Indonesia,M
F00747,Exam,Indonesia,M
F00748,Exam,South Korea,M
F00749,Exam,Indonesia,F
F00750,Exam,Indonesia,F
F00751,Exam,South Korea,M
F00752,Exam,South Korea,F
F00753,Exam,South Korea,F
F00754,Exam,South Korea,M
F00755,Exam,South Korea,F
F00756,Exam,Indonesia,F
F00757,Exam,Indonesia,M
F00758,Exam,Cambodia,M
F00759,Exam,Japan,F
F00760,Exam,Japan,F
F00761,Exam,Laos,F
F00762,Exam,South Korea,F
F00763,Exam,Indonesia,M
F00764,Exam,Indonesia,M
F00765,Exam,Laos,F
F00766,Exam,Cambodia,F
F00767,Exam,Indonesia,F
F00768,Exam,Indonesia,F
F00769,Exam,Cambodia,M
F00770,Exam,Indonesia,F
F00771,Exam,Cambodia,M
F00772,Exam,Thailand,F
F00773,Exam,South Korea,M
F00774,Exam,South Korea,F
F00775,Exam,Indonesia,F
F00776,Exam,Indonesia,M
F00777,Exam,Indonesia,M
F00778,Exam,Indonesia,M
F00779,Exam,Indonesia,M
F00780,Exam,Kazakhstan,M
F00781,Exam,Indonesia,M
F00782,Exam,Indonesia,F
F00783,Exam,Indonesia,F
F00784,Exam,Indonesia,M
F00785,Exam,Indonesia,F
F00786,Exam,Japan,F
F00787,Exam,Indonesia,F
F00788,Exam,Indonesia,M
F00789,Exam,South Korea,F
F00790,Exam,South Korea,F
F00791,Exam,South Korea,M
F00792,Exam,South Korea,F
F00793,Exam,Indonesia,F
F00794,Exam,South Korea,F
F00795,Exam,Thailand,F
F00796,Exam,Indonesia,M
F00797,Exam,Thailand,F
F00798,Exam,South Korea,M
F00799,Exam,Indonesia,F
F00800,Exam,Thailand,F
F00801,Exam,Thailand,F
F00802,Exam,Indonesia,F
F00803,Exam,South Korea,F
F00804,Exam,Indonesia,F
F00805,Exam,Thailand,F
F00806,Exam,Vietnam,M
F00807,Exam,Japan,M
F00808,Exam,Indonesia,F
F00809,Exam,Thailand,F
F00810,Exam,Thailand,F
F00811,Exam,Myanmar,M
F00812,Exam,Vietnam,M
F00813,Exam,Thailand,F
F00814,Exam,Myanmar,M
F00815,Exam,Indonesia,F
F00816,Exam,Indonesia,F
F00817,Exam,Thailand,F
F00818,Exam,Thailand,F
F00819,Exam,South Korea,M
F00820,Exam,South Korea,M
F00821,Exam,Thailand,F
F00822,Exam,Vietnam,F
F00823,Exam,Thailand,F
F00824,Exam,Vietnam,F
F00825,Exam,South Korea,M
F00826,Exam,Thailand,M
F00827,Exam,Indonesia,F
F00828,Exam,Russia,M
F00829,Exam,Indonesia,F
F00830,Exam,South Korea,F
F00831,Exam,Indonesia,F
F00832,Exam,Indonesia,F
F00833,Exam,Indonesia,F
F00834,Exam,Indonesia,M
F00835,Exam,Indonesia,M
F00836,Exam,South Korea,F
F00837,Exam,Indonesia,M
F00838,Exam,Indonesia,F
F00839,Exam,Vietnam,F
F00840,Exam,South Korea,F
F00841,Exam,Thailand,F
F00842,Exam,Thailand,F
F00843,Exam,Vietnam,M
F00844,Exam,Vietnam,F
F00845,Exam,South Korea,M
F00846,Exam,Thailand,F
F00847,Exam,Panama,M
F00848,Exam,Indonesia,F
F00849,Exam,Indonesia,M
F00850,Exam,Panama,M
F00851,Exam,Indonesia,F
F00852,Exam,Thailand,F
F00853,Exam,Vietnam,M
F00854,Exam,Vietnam,F
F00855,Exam,South Korea,M
F00856,Exam,Thailand,F
F00857,Exam,Panama,M
F00858,Exam,Indonesia,F
F00859,Exam,Indonesia,M
F00860,Exam,Panama,M
F00861,Exam,Indonesia,F
F00862,Exam,South Korea,F
F00863,Exam,Indonesia,M
F00864,Exam,South Korea,F
F00865,Exam,Malaysia,F
F00866,Exam,Indonesia,F
F00867,Exam,Thailand,F
F00868,Exam,Indonesia,F
F00869,Exam,USA,F
F00870,Exam,Indonesia,F
F00871,Exam,Indonesia,M
F00872,Exam,Russia,M
F00873,Exam,Japan,F
F00874,Exam,Indonesia,F
F00875,Exam,South Korea,M
F00876,Exam,UK,M
F00877,Exam,Indonesia,M
F00878,Exam,Indonesia,F
F00879,Exam,Indonesia,F
F00880,Exam,Indonesia,F
F00881,Exam,Panama,M
F00882,Exam,Thailand,F
F00883,Exam,Thailand,M
F00884,Exam,Thailand,M
F00885,Exam,Thailand,M
F00886,Exam,Thailand,M
F00887,Exam,Indonesia,M
F00888,Exam,Thailand,F
F00889,Exam,Panama,F
F00890,Exam,Indonesia,M
F00891,Exam,Peru,F
F00892,Exam,Thailand,M
F00893,Exam,Panama,F
F00894,Exam,Indonesia,M
F00895,Exam,Hong Kong,M
F00896,Exam,Vietnam,M
F00897,Exam,Vietnam,M
F00898,Exam,Thailand,F
F00899,Exam,Indonesia,F
F00900,Exam,Indonesia,F
F00901,Exam,Thailand,F
F00902,Exam,South Korea,M
F00903,Exam,Indonesia,F
F00904,Exam,Indonesia,F
F00905,Exam,Thailand,F
F00906,Exam,Indonesia,M
F00907,Exam,Thailand,M
F00908,Exam,South Korea,M
F00909,Exam,Indonesia,F
F00910,Exam,Indonesia,F
F00911,Exam,Indonesia,M
F00912,Exam,Italy,F
F00913,Exam,Indonesia,F
